,category,keywords,pageid
109,Arts & Entertainment>Performing Arts,"[('dance', 0.13548349115679706), ('arts', 0.04821979813410906), ('feelings', 0.04773418401695203), ('express', 0.0457255846144453), ('form', 0.04433666053135398), ('vocalize', 0.043242990250123785), ('city', 0.04233549594562941), ('kauffman', 0.04150836525222294), ('center', 0.03792567203295092), ('centers', 0.02805264615694031), ('new', 0.026948027181598905), ('center', 0.023976134711244212), ('venues', 0.0232239306825428), ('kansas', 0.02126443750293558), ('hall', 0.020874439602132422), ('boston', 0.020146906199062536), ('cultural', 0.01991819964246884), ('plays', 0.016339776531830337), ('century', 0.01436714362136377), ('plays', 0.013559602794149958), ('theatre', 0.011436873307787124), ('arts', 0.011190936651110423), ('art', 0.010291223674766342), ('form', 0.01005064535409786), ('performance', 0.009675254978215173), ('puppets', 0.00803428612932855), ('music', 0.007947686558305017), ('stage', 0.006838979399656965), ('anything', 0.00623455602293471), ('“', 0.0062156536808486654), ('construction', 0.006110669732272235)]","[2032, 22938, 6556808, 5976008, 15093645, 7848768, 2528209]"
110,Arts & Entertainment>Performing Arts>Acting & Theater,"[('children', 0.08538443389140545), ('coaches', 0.05395861980845438), ('black', 0.04151635934830881), ('classes', 0.03216019455979256), ('stanislavski', 0.03190973536311112), ('actor', 0.027986721074346913), ('theater', 0.027338116090916038), ('war', 0.02726822745474524), ('theater', 0.026675987334558626), ('box', 0.026198618238149434), ('coach', 0.025369767615305773), ('performances', 0.024932963887366027), ('round', 0.024573521796078447), ('military', 0.02354014500890018), ('audience', 0.0203470246961993), ('strategic', 0.019732984436203204), ('actor', 0.018666086008177964), ('worth', 0.018586240882621383), ('actors', 0.018514814466565197), ('artisan', 0.018201435661203864), ('strasberg', 0.018150212710952723), ('stage', 0.018095864142792222), ('dance', 0.01765763137644208), ('operations', 0.01740642430294332), ('method', 0.017134946806139813), ('areas', 0.01707922690410719), ('theatre', 0.016693917850386014), ('room', 0.01624348745322164), ('actors', 0.01584859150000907), ('command', 0.015699797232205874), ('place', 0.015406119597471742), ('stanislavski', 0.015223142552332775), ('acting', 0.014620782792041301), ('term', 0.014255670092525043), ('system', 0.014192543402530023), ('large', 0.013465704856825087), ('approach', 0.012667508802454352), ('many', 0.012570195485841158), ('auditions', 0.012390156616457959), ('space', 0.012251659062787416), ('character', 0.012200937769766426), (']', 0.012137920525830948), ('students', 0.012019978747441228), ('theatre', 0.011081108672309447), ('adler', 0.010667290582024333), ('music', 0.010468653012101405), ('chubbuck', 0.010449921330355617), ('theatrical', 0.010109070262594468), ('sense', 0.009840456795155997), ('performance', 0.009474810450880023), ('approach', 0.009454414319927433), ('character', 0.009072265264492804), ('part', 0.008743611513312407), ('emotional', 0.008709757953794011)]","[708118, 5178476, 51781811, 30865724, 23106739, 1690649, 1373705, 59495, 180246]"
111,Arts & Entertainment>Performing Arts>Broadway & Musical Theater,"[('story', 0.1336678883355692), ('angel', 0.07948540406088644), ('rock', 0.052884790093740565), ('large', 0.04696277938176475), ('walker', 0.04468940754101472), ('hamilton', 0.03955502048162799), ('miranda', 0.03775716102670898), ('stage', 0.03620648509197815), ('films', 0.03274033207269208), ('leo', 0.03219644600814962), ('theatre', 0.031150544728353154), ('musical', 0.029173046943897513), ('theater', 0.026400908628454296), ('american', 0.024231310498553614), ('production', 0.02393511381357997), ('venue', 0.02364055565173873), ('moss', 0.02276602352053035), ('theater', 0.020148918702463294), ('off-broadway', 0.019109723700308813), ('show', 0.01890167428351893), ('theatres', 0.018821229403216493), ('broadway', 0.01831034963750545), ('production', 0.017166806201691222), ('musicals', 0.016747108047467915), ('musical', 0.016192050562042322), ('award', 0.015857125001366035), ('broadway', 0.015819484115417667), ('production', 0.01507705894924293), ('new', 0.013342928282949125), ('african', 0.01271580472800682), ('producers', 0.011717828424133787), ('roger', 0.011606360004150284), ('hair', 0.009769865390301308), ('cook', 0.009637212621038177), ('show', 0.009509414831711315), ('colony', 0.009106174762298745), ('burr', 0.008718018949206676), ('pareles', 0.008702618778634218), ('maureen', 0.008608095673691066), ('shows', 0.00796061378517762), ('larson', 0.007769636687876105), ('album', 0.007698342705146144), ('washington', 0.007465949926956975), ('jefferson', 0.007143532779192727), ('new', 0.007056647300337721), ('rent', 0.006547966815669291), ('roger', 0.006372567857987884), ('mark', 0.004938783712733156), ('mimi', 0.004490677666571966)]","[45433681, 26436, 2991022, 4362359, 89127, 2942875, 3234366, 404304]"
112,Arts & Entertainment>Performing Arts>Circus,"[('bar', 0.13276496609608313), ('animals', 0.13069893645558012), ('shows', 0.09173662224211755), ('world', 0.08313855107027773), ('cirque', 0.061230365963105), ('feld', 0.044911222697824174), ('signs', 0.036842642602718176), ('circus', 0.03216148931441994), ('hung', 0.030399911920878837), ('part', 0.030337449470323963), ('circuses', 0.02403632342255473), ('company', 0.020624861061479535), ('carceres', 0.01865944996928254), ('laliberté', 0.01631179677966179), ('end', 0.015905392732470942), ('quebec', 0.015158879379623142), ('track', 0.014370818292926198), ('aesthetic', 0.01418375137587883), ('roman', 0.014044194287333948), ('story', 0.011629166339911106), ('first', 0.01144490821255583), ('nouveau', 0.011136148697077478), ('arts', 0.010585557804603482), ('financial', 0.010057477661056477), ('italy', 0.00978211074473402), ('form', 0.009486027717352697), ('spina', 0.00939053026325062), ('company', 0.008830064125810297), ('show', 0.008672732175999986), ('site', 0.008570797432470263), ('acts', 0.00854501414026083), ('tour', 0.008423093085387554), ('barnum', 0.008415414792243307), ('bailey', 0.008289195455934881), ('traffic', 0.007646559949468868), ('circuses', 0.007550744056211427), ('side', 0.007543961684309689), ('name', 0.00737851854539813), ('animal', 0.007112036796662272), ('circus', 0.007020779525358354), ('time', 0.006800654443467067), ('trapeze', 0.006669038879667718), ('entertainment', 0.005673406768173326), ('metal', 0.00565467576305492), ('film', 0.0052792687118252005), ('united', 0.004551699350686843), ('many', 0.0045507299852964875), ('century', 0.0041459170885317625), ('soleil', 0.003835746171455042), ('du', 0.00382150758212256)]","[156999, 284379, 531057, 223797, 229188, 30874535, 4132677]"
113,Arts & Entertainment>Performing Arts>Dance,"[('work', 0.17134943286013424), ('many', 0.059430293691706604), ('costumes', 0.04617293823018938), ('music', 0.044575095124379426), ('dances', 0.040278104867342616), ('century', 0.03573403418533592), ('theatre', 0.035400563443460834), ('couples', 0.033030613429012715), ('figures', 0.031401769014618), ('dance', 0.030219808198094996), ('concert', 0.026218727683280194), ('branch', 0.023765793401311786), ('english', 0.022433771074197664), ('popular', 0.019744578930704186), ('french', 0.018948857062396778), ('players', 0.01893635504447648), ('dances', 0.017996596922287833), ('song', 0.01736598493034064), ('lindy', 0.015860810258055132), ('swing', 0.015802137611103377), ('jazz', 0.015371767361610639), ('hop', 0.0148470015099043), ('competition', 0.014516170895428128), ('music', 0.013524218331568826), ('modern', 0.013295162494814992), ('play', 0.01328486171430222), ('mix', 0.012428800690385511), ('dancers', 0.012162913867443212), ('time', 0.011971418553400425), ('games', 0.011496981672273648), ('classical', 0.011122439170911928), ('contemporary', 0.010730509266164279), ('orchestra', 0.010548353611370876), ('ballets', 0.010297078699642193), ('series', 0.009304012952315862), ('audience', 0.009265854989306727), ('teachers', 0.009116182134224885), ('songs', 0.008064749172052731), ('many', 0.007996757830685403), ('dance', 0.007903406859045685), ('ballet', 0.0076644290813272405), ('player', 0.007367116942351361), ('century', 0.007334044293279089), ('time', 0.007110262620310642), ('form', 0.006749904119501827), ('early', 0.006299154071467725), ('modern', 0.005806804134593061)]","[49733, 11624, 2024225, 691909, 43697, 9010, 409830, 162255]"
114,Arts & Entertainment>Performing Arts>Magic,"[('city', 0.29255679962519854), ('magicians', 0.2671539687263821), ('many', 0.24220550419608336), ('magick', 0.20582641301164506), ('atari', 0.16007014853420964), ('illusion', 0.045731827770491), ('houdini', 0.04369839752168046), ('magic', 0.03841097191120421), ('perception', 0.03464821207661553), ('squares', 0.029872822941089987), ('square', 0.02662812032595257), ('magicmac', 0.02355881551615984), ('device', 0.020469606853828513), ('brain', 0.020362622564642337), ('example', 0.01958191924333159), ('devices', 0.01860820818863744), ('source', 0.017534556888042147), ('systems', 0.016578405066585835), ('support', 0.01642508275915044), ('many', 0.01621502780361777), ('protocol', 0.014844102335624762), ('software', 0.014424654707464709), ('significant', 0.014097580537517286), ('human', 0.013714157550103741), ('tactile', 0.013467804070475427), ('physical', 0.01335451028880478), ('stimulation', 0.01278379431581676), ('magic', 0.012591600464320798), ('numbers', 0.012383302982363198), ('magician', 0.009702517736603751), ('n', 0.009294627542073773), ('order', 0.0092739953816208), ('number', 0.009022016598162172), ('escape', 0.00895215321369343), ('tricks', 0.007241406955924312), ('magical', 0.006715782916309612), ('magicians', 0.006705513275867239), ('stage', 0.00667345521021432), ('performers', 0.006546338649169516), ('performance', 0.006282019028230525), ('effects', 0.006072966208240898), ('row', 0.005985058176214911), ('books', 0.005868468508532217), ('sorted', 0.005738106870220774), ('sum', 0.005283530685019206), ('film', 0.005273147027648312), ('first', 0.004902909273439912), ('example', 0.004665748603675796), ('death', 0.004607359820662001), ('new', 0.004500032826236341), ('society', 0.0044354270397098), ('collection', 0.004429381969262394), ('illusions', 0.003945410768273273)]","[83893, 53395, 53472, 25152964, 24837836, 16558558, 30296057, 52202, 241617]"
115,Arts & Entertainment>Performing Arts>Opera,"[('movement', 0.14146409246265673), ('form', 0.11560007744853101), ('operas', 0.08964794017893304), ('tau', 0.07239032526365477), ('mode', 0.0458128049390982), ('instrumental', 0.03990282258136718), ('elements', 0.03785775468814016), ('new', 0.035673364333605906), ('web', 0.03522266057265445), ('french', 0.03098479996878026), ('opera', 0.029686948665251782), ('opéra-ballet', 0.025382629698893586), ('opera', 0.02524320907557288), ('version', 0.02466090885483182), ('arias', 0.02392315038559155), ('experiment', 0.023486494752997328), ('grand', 0.02207689745359014), ('cern', 0.02080845189167256), ('aria', 0.020055451727553512), ('speed', 0.01959063740101274), ('sasso', 0.01803739648036323), ('browser', 0.017087446475535457), ('light', 0.016842492391926037), ('composers', 0.01612227377633947), ('users', 0.01607368466041701), ('music', 0.013751415718594177), ('mobile', 0.013274935785533029), ('device', 0.012862819039013795), ('vocal', 0.012608889362453976), ('genre', 0.011672004009884641), ('opéra', 0.011003628683045715), ('scripts', 0.010874106121317182), ('paris', 0.010669091757703005), ('words', 0.010633047202701982), ('tragédie', 0.010350248240271129), ('acts', 0.009517381140115033), ('entrées', 0.009380500930655998), ('meyerbeer', 0.009328190163583959), ('instrumental', 0.009263914580316598), ('secco', 0.008941274348239978), ('music', 0.008836619510386978), ('french', 0.008515290710338737), ('ballet', 0.00847334364982381), ('web', 0.008253474427862059), ('many', 0.008063379068716682), ('century', 0.008001854295516886), ('pages', 0.007877082599037051), ('new', 0.007858383371695941), ('century', 0.00783641064502221), ('recitativo', 0.0077329102587874845), ('page', 0.007437273116237042), ('operas', 0.0073115691017222395), ('italian', 0.007301599291905857), ('features', 0.0072393788620521244), ('users', 0.0064962418774331815), ('software', 0.006385107371622116), ('chromium', 0.006379189601678183), ('success', 0.006280917781595085), ('first', 0.006233695238432978), ('english', 0.004655433717993483), ('works', 0.004384482044155604), ('many', 0.003972835644913788), ('singers', 0.003972769993696525), ('style', 0.003952079953661793), ('recitative', 0.0036926972569542847)]","[44739, 22348, 284713, 37916, 30418, 19649158, 3069269, 18996620, 5467747, 7696924, 1230349]"
116,Arts & Entertainment>TV & Video,"[('analog', 0.11358180410139598), ('media', 0.06849412897398782), ('tv', 0.042340824712956485), ('beans', 0.04159377507958049), ('electronic', 0.04054364808179289), ('service', 0.033424953615024414), ('formats', 0.032287700402267125), ('content', 0.027871437079349866), ('term', 0.02617686167523355), ('recordings', 0.025480314900735518), ('services', 0.023806126801295464), ('world', 0.022486658423901296), ('electronics', 0.02124320892216986), ('tuner', 0.021074703208246413), ('e.g', 0.020505313547054375), ('online', 0.0196303430084052), ('digital', 0.018564934558133937), ('many', 0.018439368005133877), ('analog', 0.016537397583083573), ('video', 0.015592026917733306), ('demand', 0.015491996541432532), ('dvr', 0.013957769802824933), ('digital', 0.013924230694405569), ('color', 0.013751958429190463), ('television', 0.012285356193814037), ('content', 0.011592675897148002), ('tv', 0.01104713514526384), ('frame', 0.01097748196735331), ('dvrs', 0.010616695096287194), ('users', 0.010394279090526952), ('image', 0.009581842989211279), ('television', 0.009098736797443085), ('signal', 0.008895683079135653), ('number', 0.008585205520019297), ('vod', 0.008581445204972088), ('coffee', 0.008201313205489554), ('cable', 0.008153708701729032), ('water', 0.007451376236941226), ('seeds', 0.007067033900272959), ('record', 0.006883873729509924), ('available', 0.006450565531309765), ('cable', 0.0061638133585186095), ('software', 0.00534340237177417), ('many', 0.005326408499258854), ('caffeine', 0.004648917907484112), ('first', 0.004647882948743678), ('countries', 0.004401828915489981), ('method', 0.004058760764582572), ('consumption', 0.003921367292258212), ('arabica', 0.003735840815808029), ('video', 0.00360614873447339), ('tuners', 0.003525345559803248), ('capture', 0.0032816282156734908)]","[1957258, 29831, 32441, 147143, 604727, 626814, 149902, 348300]"
117,Arts & Entertainment>TV & Video>Online Video,"[('traditional', 0.11565768790800561), ('players', 0.1136034370489081), ('youtube', 0.10894285575879441), ('videos', 0.0776628286749268), ('sites', 0.0753701208641018), ('videos', 0.0648122788554455), ('music', 0.05332102960270412), ('multiplayer', 0.04865779519515269), ('therapy', 0.04069331279043216), ('games', 0.03165113490855358), ('site', 0.03156955123960544), ('music', 0.030337624964741405), ('media', 0.026072090570319093), ('providers', 0.023876094376424285), ('online', 0.023751332270534525), ('game', 0.022586157581159828), ('content', 0.018841929939578672), ('use', 0.01848038437567192), ('order', 0.017766480073850163), ('passes', 0.01757908825860433), ('quality', 0.016805097741021943), ('analytics', 0.016380307501152803), ('song', 0.01602516943349949), ('viewer', 0.01589107689980469), ('treatment', 0.015552765926941827), ('recent', 0.01554295787010376), ('users', 0.01501279133870985), ('paisley', 0.014969065831776731), ('http', 0.014604752510768813), ('new', 0.014555130319799743), ('gamers', 0.01440297542510304), ('research', 0.014274212243098456), ('users', 0.014192248397807623), ('online', 0.013648871665639883), ('rate', 0.013551458778898297), ('therapist', 0.013298307485930227), ('viewers', 0.0132572552098354), ('metrics', 0.012652200033617046), ('game', 0.01250453411832109), ('google', 0.01249486942700412), ('example', 0.012091927683189512), ('month', 0.011996098749017895), ('live', 0.011531824394390933), ('video', 0.011480319613023038), ('system', 0.010609374251305839), ('youtube', 0.010277972938663744), ('internet', 0.010275219553270579), ('internet', 0.010213537994480807), ('network', 0.008753839547971994), ('website', 0.00784774365031331), ('service', 0.007823786130046511), ('copyright', 0.007454766686682483), ('content', 0.0070729180090496994), ('ovps', 0.007055492542840479), ('june', 0.006688661575634669), ('ovp', 0.006641674908294817), ('traditional', 0.00429796081813796)]","[6048839, 31330463, 3524766, 113579, 1050944, 41273427, 2632136, 33425002, 12268889, 12938501]"
118,Arts & Entertainment>TV & Video>Online Video>Web Series,"[('webisodes', 0.03206847246737505), ('television', 0.029296345601310437), ('series', 0.026130689607504757), ('web', 0.02255700439576527), ('new', 0.01676004720891666), ('media', 0.016080485955289492), ('online', 0.013001027560745865), ('internet', 0.01298965188593968), ('original', 0.011124805568573095)]","[33018212, 8953740, 8419617, 3502306]"
119,Arts & Entertainment>TV & Video>TV Commercials,"[('tv', 0.051672128945109), ('commercial', 0.03925112595361851), ('radio', 0.0282948235549651), ('television', 0.028141999977806708), ('consumption', 0.026096403681540176), ('average', 0.026042383229826126), ('broadcasting', 0.025668947604024942), ('advertisements', 0.023774181259525372), ('h/week', 0.023024968149673093), ('time', 0.020956930612813413), ('television', 0.019877352901660587), ('decline', 0.01960410643473205), ('advertising', 0.019411007710471145), ('commercials', 0.018470422083713984), ('media', 0.017833122480896153), ('time', 0.017495702159200623), ('states', 0.016942106062084874), ('public', 0.01656818522802354), ('advertisement', 0.014172988309496194), ('cable', 0.013499699981119025), ('services', 0.012469792622052618), ('tv', 0.010583790134366784), ('commercial', 0.008541267479014961), ('minutes', 0.007659640989721658), ('channels', 0.006094529284286457), ('song', 0.004660378651462772), ('broadcast', 0.004505375888616186), ('broadcasters', 0.004504119142282728)]","[2861, 53836, 1551784, 916706, 180557, 15090859, 53066659]"
120,Arts & Entertainment>TV & Video>TV Guides & Reference,"[('schedule', 0.08065264662318312), ('ipgs', 0.06609273633642149), ('network', 0.05509407820270643), ('guide', 0.048973122679825974), ('cw', 0.04879506539932588), ('magazine', 0.046522553754336754), ('epg', 0.04113952034849324), ('schedules', 0.036721058325482676), ('networks', 0.035319124548425236), ('series', 0.035247943118133375), ('television', 0.034746705074231166), ('states', 0.03302272683660613), ('document', 0.03181881185271971), ('example', 0.026709821227608385), ('software', 0.02654611682395278), ('service', 0.026103132072136735), ('technical', 0.023908991500201725), ('applications', 0.022436083508229), ('information', 0.02097026507908984), ('television', 0.020602204015978825), ('system', 0.02038252615881152), ('digital', 0.019747766292933167), ('guide', 0.019372592426390032), ('broadcast', 0.019270947442424205), ('channel', 0.018584073842004917), ('cable', 0.017310875380894007), ('program', 0.014870853890947585), ('tv', 0.014233784794861617), ('ipg', 0.013630505277760968), ('information', 0.013551203095193972), ('data', 0.012345044467421911), ('interactive', 0.011955592241423108), ('tv', 0.011474220120694958), ('channels', 0.01145818158578876), ('programs', 0.009685129280859663), ('listings', 0.009251227679156317), ('editions', 0.00861811513567952), ('program', 0.008494841113924118), ('user', 0.006903121673861257)]","[47762863, 1331154, 188834, 1256791, 3018467]"
121,Arts & Entertainment>TV & Video>TV Networks & Stations,"[('see', 0.14745733193710586), ('uhf', 0.08796698902018249), ('networks', 0.0547373647041017), ('list', 0.05267142075181809), ('vhf', 0.05139987060468946), ('stations', 0.04526826671306856), ('sign', 0.04315771018775628), ('television', 0.04088556759501962), ('television', 0.03838369587175812), ('network', 0.03444992692758812), ('station', 0.03243502856530901), ('networks', 0.029049133175855373), ('stations', 0.023238907788725945), ('radio', 0.015270806345512216), ('broadcast', 0.01369182658744428), ('programs', 0.01246491820093116), ('broadcasting', 0.010709982929402954), ('production', 0.010377152823556699), ('much', 0.01032886222359219), ('digital', 0.009739971099136763), ('radio', 0.008534615825599976), ('broadcast', 0.008313661954713673), ('station', 0.00809157816882138), ('programming', 0.007460948128503253), ('broadcasting', 0.006872614714316717), ('local', 0.006403305913547111)]","[82454, 334057, 36937, 2839690]"
122,Arts & Entertainment>TV & Video>TV Shows & Programs,"[('date', 0.24407282365655975), ('programs', 0.176849856126772), ('american', 0.17460496853585078), ('championship', 0.13783088962309148), ('list', 0.13783088962309145), ('series', 0.09801676998221111), ('greatest', 0.07465947414363944), ('list', 0.06124192859913934), ('show', 0.04411277996800748), ('talk', 0.03900228084532181), ('research', 0.03563403147509374), ('critics', 0.03389833563660691), ('street', 0.02460945646421124), ('television', 0.02406109955661521), ('children', 0.023543554475537427), ('seitz', 0.02230074985658475), ('ctw', 0.02200115088219143), ('poll', 0.021969028773407537), ('sepinwall', 0.021793497240776543), ('sesame', 0.021619878304054357), ('show', 0.018488427648999727), ('first', 0.012691228274190527), ('shows', 0.012119642754545587), ('television', 0.012081396310670308), ('host', 0.011582239850529927), ('guests', 0.011037031416357118), ('time', 0.009809634381613893), ('tv', 0.009323472223444013), ('shows', 0.009113991660616159), ('radio', 0.0087820414582696), ('networks', 0.00864250895942003), ('production', 0.008398522754891375), ('episode', 0.007866109460902203), ('japanese', 0.007534876960256628), ('cooney', 0.007343247900164467), ('educational', 0.006924585751064191), ('series', 0.0068725215241112175), ('episodes', 0.006087269214042151)]","[3357308, 44180508, 48064, 19508643, 87893]"
123,Arts & Entertainment>TV & Video>TV Shows & Programs>TV Comedies,"[('plays', 0.11833274869159621), ('folio', 0.07988197057667967), ('comedy', 0.06640301017139863), ('television', 0.06222294746096109), ('television', 0.05472806461860347), ('alphabetical', 0.048095167517564895), ('everything', 0.045596601506732934), ('asterisks', 0.0446438218865365), (""'romances"", 0.04389219362377442), ('programmes', 0.04074166663978472), ('series', 0.0384808196173798), ('broadcast', 0.03628615478253858), ('starlight', 0.03530518395796621), ('sitcoms', 0.031799065560591366), ('edition', 0.031660201326191365), ('service', 0.02954843546904334), ('night', 0.02550017740399648), ('nbc', 0.02012457307734806), ('tv', 0.01808220774217871), ('show', 0.017733616503880077), ('comedy', 0.017626601787279567), ('snl', 0.013284157413035978), ('cast', 0.013037182260373011), ('season', 0.012933435057375865), ('program', 0.012812826883144736), ('lineup', 0.011858579202299099), ('programs', 0.011770143107177557), ('network', 0.011714517548971532), ('comedy-dramas', 0.011388235459057783), ('michaels', 0.011175719668832353), ('fall', 0.011010051325011075), ('characters', 0.010777965103765177), ('series', 0.010658717834725462), ('popular', 0.010072113806259393), ('shows', 0.009838015851148465), ('thursday', 0.009185066360749448), ('season', 0.006974961889876046), ('night', 0.006369222533054227), ('nbc', 0.006108913740049552), ('live', 0.006090302635185404), ('episode', 0.005925826932869486), ('new', 0.0055283421202162696), ('sketches', 0.0054900595320940375)]","[763013, 2696185, 527822, 2971200, 308767]"
124,Arts & Entertainment>TV & Video>TV Shows & Programs>TV Documentary & Nonfiction,"[('television', 0.06127058772663129), ('factual', 0.056415508507024745), ('planet', 0.036127073268637226), ('series', 0.03405162514004861), ('animal', 0.03276160197308079), ('historical', 0.03209721908368876), ('programs', 0.027907040739452355), ('programming', 0.025974855444306312), ('genre', 0.025966424683800796), ('events', 0.024750345322473465), ('new', 0.024248486018128172), ('awards', 0.023103476464292512), ('cosmos', 0.022706158707660695), ('macfarlane', 0.020214688102617232), ('shows', 0.020011988153522644), ('nonfiction', 0.019867070672735663), ('documentary', 0.019613350701098174), ('docudrama', 0.019541332763000838), ('literary', 0.01840486929385069), ('creative', 0.018099993392778103), ('tyson', 0.016687412121121858), ('genre', 0.01568752372375509), ('original', 0.013852609083812929), ('science', 0.013279960259895614), ('network', 0.012790497385678643), ('fox', 0.012484885273195368), ('film', 0.012367419553719151), ('films', 0.01144844782006017), ('channel', 0.01094983161503948), ('new', 0.010907726674531888), ('drama', 0.010385424707957404), ('national', 0.010220193121640408), ('writer', 0.010180417195635443), ('material', 0.010036791474042812), ('series', 0.009971958384789696), ('television', 0.009891454928775092), ('time', 0.009817022880988378), ('actual', 0.009805253850678831), ('show', 0.009763258240682639), ('writers', 0.009605405043040248), ('fact', 0.009178331411836143), ('story', 0.009014750612708386), ('book', 0.008435030229742718)]","[406672, 35777337, 17538676, 925639, 266424, 54264462, 46679226, 213741]"
125,Arts & Entertainment>TV & Video>TV Shows & Programs>TV Dramas,"[('band', 0.04992254361521019), ('guitarist', 0.02702688592661041), ('vocalist', 0.0242629290508979), ('arai', 0.02252396889570774), ('live', 0.02203458313906915), ('kondo', 0.021935152204560427), ('series', 0.02173956368441946), ('dramas', 0.021630145390107748), ('korean', 0.02003408508561334), ('series', 0.01930961488470035), ('drama', 0.01915759125766318), ('inamasu', 0.018924495234479838), ('sherlock', 0.0175391053620071), ('holmes', 0.014571963660038129), ('actors', 0.01204872660527377), ('moffat', 0.010643078664191365), ('television', 0.01030222780100576), ('episode', 0.010151698527084384), ('production', 0.00889738736765368), ('gatiss', 0.00873790578844824), ('first', 0.008029913100282629), ('%', 0.007316573091880129), ('watson', 0.007252170701419), ('episodes', 0.007055921472187432), ('episode', 0.006998039418663222), ('january', 0.006770899394262725), ('songs', 0.006521872110371228), ('cumberbatch', 0.006370841173802898), ('bbc', 0.00568222833113005)]","[2327048, 32608228, 20816992]"
126,Arts & Entertainment>TV & Video>TV Shows & Programs>TV Dramas>TV Crime & Legal Shows,"[('series', 0.06679089086443835), ('legal', 0.03986073984183308), ('bbc', 0.03116412705172737), ('crime', 0.023020963238269465), ('immigrants', 0.021483767155489854), ('season', 0.021066476393986195), ('duty', 0.019307181804919887), ('boston', 0.01808551782879209), ('cast', 0.016224753492727707), ('police', 0.01582514206303825), ('scenes', 0.015233776304239742), ('series', 0.015012413369597962), ('line', 0.014723860838910576), ('actor', 0.013466563144653772), ('drama', 0.013300511888580358), ('abc', 0.013269242871800516), ('mercurio', 0.01255399572608226), ('practice', 0.01153035910501053), ('wolf', 0.010770937855313004), ('immigration', 0.010466311102084127), ('guest', 0.010258229333577598), ('order', 0.010240507487058003), ('seasons', 0.009879067694599038), ('episode', 0.009752023887158368), ('show', 0.009718420912074362), ('season', 0.009600719078917587), ('law', 0.00950800728083367), ('study', 0.009415385283478846), ('attorney', 0.0090145504341185), ('%', 0.008685425168726633), ('crimes', 0.007649405525346328), ('police', 0.007426947269499342), ('rates', 0.0072893285142710705), ('detective', 0.007227981418715302), ('rate', 0.0069537319754130805), ('new', 0.00627837094001578), ('episode', 0.0062652553324295795), ('report', 0.006097181971405675), ('population', 0.0060002505619149065)]","[1948, 660070, 173629, 36257033, 38432808, 13861217]"
127,Arts & Entertainment>TV & Video>TV Shows & Programs>TV Dramas>TV Medical Shows,"[('grey', 0.031018938694588057), ('hope', 0.028440245076681588), ('ctv', 0.026383969714522393), ('anatomy', 0.023922316957672683), ('season', 0.02279555846065857), ('hospital', 0.01928592658200009), ('season', 0.015570755426103781), ('scrubs', 0.015315630206447124), ('television', 0.014733880980046177), ('show', 0.013412968711168642), ('j.d', 0.012897345813485535), ('series', 0.012695827416420455), ('new', 0.011470082252528626), ('show', 0.011341212615489543), ('character', 0.010532168565453207), ('episodes', 0.01031269765251768), ('episodes', 0.009736565739676602), ('episode', 0.009363993548153614), ('meredith', 0.009351804403335247), ('lawrence', 0.008965604263843246), ('brebner', 0.008294116258091603), ('abc', 0.008058152293275214), ('elliot', 0.007075125266244063), ('dr.', 0.007003313772753739), ('new', 0.004975969789575403), ('episode', 0.004682887425490401), ('dr.', 0.004510653765701141), ('series', 0.003762338717976769)]","[716091, 1660277, 34589733, 217226]"
128,Arts & Entertainment>TV & Video>TV Shows & Programs>TV Dramas>TV Soap Operas,"[('erica', 0.0674739210967258), ('network', 0.06542293832720697), ('awards', 0.06160431971465794), ('days', 0.06066486424296703), ('abc', 0.04209423125563709), ('soap', 0.03945401674978665), ('brady', 0.03670707584754182), ('horton', 0.028888955621499804), ('new', 0.028734489669230815), ('award', 0.027571211442583468), ('magazine', 0.02369358539023346), ('ballot', 0.023399779936063233), ('daytime', 0.023330970570135223), ('first', 0.02116307595829141), ('opera', 0.020470935608819324), ('time', 0.020283694718640215), ('cbs', 0.01870050383403134), ('series', 0.018098352640795914), ('children', 0.014996851348741895), ('soap', 0.014280477823294365), ('television', 0.008840733201420706), ('ratings', 0.008752264097354126), ('light', 0.008646031300037584), ('young', 0.007629016162236851), ('years', 0.007367882250023319), ('episodes', 0.007181737238258453), ('bell', 0.006904881860251948), ('restless', 0.006639112292476846), ('show', 0.006353399044310342), ('cbs', 0.006139113169771831), ('series', 0.006062557497210874), ('bauer', 0.006049295927145254), ('new', 0.005977771326662737), ('character', 0.0058929553762493495), ('operas', 0.005514167203511702), ('park', 0.0055106136860233745), ('network', 0.005388842348939344), ('story', 0.0052544806247896555), ('show', 0.0052446267898347415), ('soaps', 0.005174619456344796), ('ratings', 0.004995413902882373), ('daytime', 0.004930164620932229), ('january', 0.004846343540229443), ('characters', 0.0046088007097076925), ('world', 0.004364709599080382), ('episode', 0.0041566372391894394), ('abc', 0.003984265048061275)]","[60835, 191601, 32001841, 191599, 191587, 27009, 1260064]"
